composer,composerLabel,birth,death,countryLabel
http://www.wikidata.org/entity/Q145196,Jan Paul Nagel,1934-05-08T00:00:00Z,1997-05-21T00:00:00Z,Germany
http://www.wikidata.org/entity/Q145196,Jan Paul Nagel,1934-05-08T00:00:00Z,1997-05-21T00:00:00Z,German Democratic Republic
http://www.wikidata.org/entity/Q145302,Zam Johnson,2000-01-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q145633,Graham Bonnet,1947-12-23T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q145710,Quincas Laranjeiras,1873-12-08T00:00:00Z,1935-02-03T00:00:00Z,Brazil
http://www.wikidata.org/entity/Q145823,Milt Gabler,1911-05-20T00:00:00Z,2001-07-20T00:00:00Z,United States
http://www.wikidata.org/entity/Q145870,Zamora,1979-07-13T00:00:00Z,,Venezuela
http://www.wikidata.org/entity/Q146256,Miriam Makeba,1932-03-04T00:00:00Z,2008-11-09T00:00:00Z,South Africa
http://www.wikidata.org/entity/Q146256,Miriam Makeba,1932-03-04T00:00:00Z,2008-11-10T00:00:00Z,South Africa
http://www.wikidata.org/entity/Q146256,Miriam Makeba,1932-03-04T00:00:00Z,2008-11-09T00:00:00Z,Algeria
http://www.wikidata.org/entity/Q146256,Miriam Makeba,1932-03-04T00:00:00Z,2008-11-10T00:00:00Z,Algeria
http://www.wikidata.org/entity/Q149576,Jake Vargas,1992-07-09T00:00:00Z,,Philippines
http://www.wikidata.org/entity/Q149582,Rued Langgaard,1893-07-28T00:00:00Z,1952-07-10T00:00:00Z,Kingdom of Denmark
http://www.wikidata.org/entity/Q150314,Ali Esmaeil,1922-12-28T00:00:00Z,1974-06-16T00:00:00Z,Egypt
http://www.wikidata.org/entity/Q150321,Remon Sakr,1978-01-01T00:00:00Z,,Egypt
http://www.wikidata.org/entity/Q150445,Camille Saint-Saëns,1835-10-09T00:00:00Z,1921-12-16T00:00:00Z,France
http://www.wikidata.org/entity/Q150471,E. T. A. Hoffmann,1776-01-24T00:00:00Z,1822-06-25T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q150494,"Leopold I, Holy Roman Emperor",1640-06-09T00:00:00Z,1705-05-05T00:00:00Z,Germany
http://www.wikidata.org/entity/Q150494,"Leopold I, Holy Roman Emperor",1640-06-09T00:00:00Z,1705-05-05T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q150575,"Ferdinand III, Holy Roman Emperor",1608-07-13T00:00:00Z,1657-04-02T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q150575,"Ferdinand III, Holy Roman Emperor",1608-07-13T00:00:00Z,1657-04-02T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q150651,George Carlin,1937-05-12T00:00:00Z,2008-06-22T00:00:00Z,United States
http://www.wikidata.org/entity/Q150767,Benjamin Britten,1913-11-22T00:00:00Z,1976-12-04T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q150916,Jon Bon Jovi,1962-03-02T00:00:00Z,,United States
http://www.wikidata.org/entity/Q151084,Joaquín Rodrigo,1901-11-22T00:00:00Z,1999-07-06T00:00:00Z,Spain
http://www.wikidata.org/entity/Q151334,Philip Sainton,1891-11-10T00:00:00Z,1967-09-02T00:00:00Z,France
http://www.wikidata.org/entity/Q151425,Hans Knipp,1946-05-10T00:00:00Z,2011-12-02T00:00:00Z,Germany
http://www.wikidata.org/entity/Q151500,Abdülaziz,1830-02-08T00:00:00Z,1876-06-04T00:00:00Z,Ottoman Empire
http://www.wikidata.org/entity/Q151593,Olivier Messiaen,1908-12-10T00:00:00Z,1992-04-27T00:00:00Z,France
http://www.wikidata.org/entity/Q151608,Claudio Abbado,1933-06-26T00:00:00Z,2014-01-20T00:00:00Z,Italy
http://www.wikidata.org/entity/Q151608,Claudio Abbado,1933-06-26T00:00:00Z,2014-01-20T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q151668,Stephan Zacharias,1956-10-20T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q151953,Johann Nepomuk Hummel,1778-11-14T00:00:00Z,1837-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q151976,Mikis Theodorakis,1925-07-29T00:00:00Z,2021-09-02T00:00:00Z,Greece
http://www.wikidata.org/entity/Q152043,Mstislav Rostropovich,1927-03-27T00:00:00Z,2007-04-27T00:00:00Z,Russia
http://www.wikidata.org/entity/Q67479,Ernst Rudorff,1840-01-18T00:00:00Z,1916-12-31T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q67481,Friedrich Dülon,1769-08-14T00:00:00Z,1826-07-07T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q67497,Karl Doppler,1825-09-12T00:00:00Z,1900-03-10T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q67497,Karl Doppler,1825-09-12T00:00:00Z,1900-03-10T00:00:00Z,Cisleithania
http://www.wikidata.org/entity/Q67524,Anton Raaff,1714-05-06T00:00:00Z,1797-05-28T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q67540,Ronski Speed,1975-03-18T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q67573,Heinz Tiessen,1887-04-10T00:00:00Z,1971-11-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67587,Bernhard Cossmann,1822-05-17T00:00:00Z,1903-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67587,Bernhard Cossmann,1822-05-17T00:00:00Z,1910-05-07T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67604,DJ Quicksilver,1964-06-28T00:00:00Z,,Turkey
http://www.wikidata.org/entity/Q67604,DJ Quicksilver,1964-06-28T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q67759,Theodor Kirchner,1823-12-10T00:00:00Z,1903-09-18T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q67779,"John Adolphus I, Duke of Saxe-Weissenfels",1649-11-02T00:00:00Z,1697-05-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67813,Gudrun Wagner,1944-06-15T00:00:00Z,2007-11-28T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67875,Oskar Fried,1871-08-10T00:00:00Z,1941-07-05T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q67899,Ralf Wolter,1926-11-26T00:00:00Z,2022-10-14T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67906,Johann Andreas Stein,1728-05-16T00:00:00Z,1792-02-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q67932,Johann Ernst Bach,1722-01-28T00:00:00Z,1777-09-01T00:00:00Z,Saxe-Weimar-Eisenach
http://www.wikidata.org/entity/Q67963,Edward Dannreuther,1844-11-04T00:00:00Z,1905-02-12T00:00:00Z,France
http://www.wikidata.org/entity/Q67963,Edward Dannreuther,1844-11-04T00:00:00Z,1905-02-12T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q68030,Michael Karoli,1948-04-29T00:00:00Z,2001-11-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68038,Jean Gilbert,1879-02-11T00:00:00Z,1942-12-20T00:00:00Z,Argentina
http://www.wikidata.org/entity/Q68038,Jean Gilbert,1879-02-11T00:00:00Z,1942-12-20T00:00:00Z,Hamburg
http://www.wikidata.org/entity/Q68038,Jean Gilbert,1879-02-11T00:00:00Z,1942-12-20T00:00:00Z,Weimar Republic
http://www.wikidata.org/entity/Q68171,Elias Ammerbach,1530-01-01T00:00:00Z,1597-01-29T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q68216,Werner Wolf Glaser,1913-04-14T00:00:00Z,2006-03-29T00:00:00Z,Sweden
http://www.wikidata.org/entity/Q68216,Werner Wolf Glaser,1913-04-14T00:00:00Z,2006-03-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68216,Werner Wolf Glaser,1913-04-14T00:00:00Z,2006-03-29T00:00:00Z,Kingdom of Denmark
http://www.wikidata.org/entity/Q68254,Anton Bernhard Fürstenau,1792-10-20T00:00:00Z,1852-11-18T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q68255,Johann Friedrich Doles,1715-04-23T00:00:00Z,1797-02-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68260,Alfred Lion,1908-04-21T00:00:00Z,1987-02-02T00:00:00Z,United States
http://www.wikidata.org/entity/Q68260,Alfred Lion,1908-04-21T00:00:00Z,1987-02-02T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68439,Gottfried Wagner,1947-04-13T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q68490,Hermann of Reichenau,1013-07-24T00:00:00Z,1054-09-30T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q68499,Friedrich von Hausen,1150-01-01T00:00:00Z,1190-05-20T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68618,Friedrich Blume,1893-01-05T00:00:00Z,1975-11-22T00:00:00Z,Germany
http://www.wikidata.org/entity/Q68623,Eberhard Schoener,1938-05-13T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q68863,Ernst Ludwig Gerber,1746-09-29T00:00:00Z,1819-06-30T00:00:00Z,Schwarzburg-Sondershausen
http://www.wikidata.org/entity/Q68905,Adam Falckenhagen,1697-04-26T00:00:00Z,1754-10-06T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69003,Jessica Wahls,1977-02-02T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q69209,Max Trapp,1887-11-01T00:00:00Z,1971-05-31T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69258,Johann André,1741-03-24T00:00:00Z,1799-06-13T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69258,Johann André,1741-03-28T00:00:00Z,1799-06-13T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69258,Johann André,1741-03-24T00:00:00Z,1799-06-18T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69258,Johann André,1741-03-28T00:00:00Z,1799-06-18T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69266,Rolf Köhler,1951-05-24T00:00:00Z,2007-09-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69376,August Wilhelmj,1845-09-21T00:00:00Z,1908-01-22T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q69400,Johann Vierdanck,1605-01-01T00:00:00Z,1646-01-01T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q69440,Johann Rudolph Ahle,1626-01-03T00:00:00Z,1673-07-09T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69485,Martin Scherber,1907-01-16T00:00:00Z,1974-01-10T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69653,Reiner Schöne,1942-01-19T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q69655,Prince Johann Ernst of Saxe-Weimar,1696-12-25T00:00:00Z,1715-08-01T00:00:00Z,Saxe-Weimar
http://www.wikidata.org/entity/Q69676,Gustav Schreck,1849-09-08T00:00:00Z,1918-01-22T00:00:00Z,Principality of Reuss-Gera
http://www.wikidata.org/entity/Q69691,Johann Caspar Aiblinger,1779-02-23T00:00:00Z,1867-05-06T00:00:00Z,Kingdom of Bavaria
http://www.wikidata.org/entity/Q69818,Lucas Osiander the Elder,1534-12-25T00:00:00Z,1604-09-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q69912,Wilhelm Taubert,1811-03-23T00:00:00Z,1891-01-07T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q69929,Princess Maria Amalie of Saxony,1794-08-10T00:00:00Z,1870-09-18T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q70011,Edith Picht-Axenfeld,1914-01-01T00:00:00Z,2001-04-19T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70037,Karl Adolf Lorenz,1837-01-01T00:00:00Z,1923-03-03T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70091,Friedelind Wagner,1918-03-29T00:00:00Z,1991-05-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70109,Sigmund Lebert,1821-12-12T00:00:00Z,1884-12-08T00:00:00Z,Kingdom of Württemberg
http://www.wikidata.org/entity/Q70130,Gil Ofarim,1982-08-13T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70158,Joachim Nicolas Eggert,1779-02-22T00:00:00Z,1813-04-14T00:00:00Z,Sweden
http://www.wikidata.org/entity/Q70158,Joachim Nicolas Eggert,1779-02-22T00:00:00Z,1813-04-14T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q70325,Boris Dlugosch,1968-08-02T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70327,Theodore Oesten,1813-12-31T00:00:00Z,1870-03-16T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q70378,Michael Mayer,1971-12-11T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70417,Jakob Adlung,1699-01-14T00:00:00Z,1762-07-05T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70451,Franz Beyer,1922-02-26T00:00:00Z,2018-06-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70566,Hermann Baumann,1934-08-01T00:00:00Z,2023-12-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70571,Peter Baltes,1958-04-04T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70573,Theo Jörgensmann,1948-09-29T00:00:00Z,2025-10-06T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70577,Udo Dirkschneider,1952-04-06T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70648,Fritz Steinbach,1855-06-17T00:00:00Z,1916-08-13T00:00:00Z,Grand Duchy of Baden
http://www.wikidata.org/entity/Q70713,Jack White,1940-09-02T00:00:00Z,2025-10-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70730,Arovane,1965-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q70819,Heinrich Zöllner,1854-07-04T00:00:00Z,1941-05-04T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q70819,Heinrich Zöllner,1854-07-04T00:00:00Z,1941-05-08T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q70857,Georg Michael Telemann,1748-04-20T00:00:00Z,1831-03-04T00:00:00Z,Duchy of Holstein
http://www.wikidata.org/entity/Q70862,Herbert Windt,1894-09-15T00:00:00Z,1965-11-22T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70862,Herbert Windt,1894-09-15T00:00:00Z,1965-11-23T00:00:00Z,Germany
http://www.wikidata.org/entity/Q70991,Hildegard of Bingen,1098-01-01T00:00:00Z,1179-09-24T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q71003,Theobald Boehm,1794-04-09T00:00:00Z,1881-11-25T00:00:00Z,Kingdom of Bavaria
http://www.wikidata.org/entity/Q71053,Tom Novy,1970-03-10T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q71067,Sebald Heyden,1499-12-17T00:00:00Z,1561-07-19T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71187,Carl Piutti,1846-04-30T00:00:00Z,1902-06-17T00:00:00Z,Saxe-Coburg and Gotha
http://www.wikidata.org/entity/Q71245,Wilhelm Killmayer,1927-08-21T00:00:00Z,2017-08-20T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71376,Monika Kruse,1971-07-23T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q71383,Eduard Lassen,1830-04-13T00:00:00Z,1904-01-15T00:00:00Z,Belgium
http://www.wikidata.org/entity/Q71383,Eduard Lassen,1830-04-13T00:00:00Z,1904-01-15T00:00:00Z,Kingdom of Denmark
http://www.wikidata.org/entity/Q71478,Christian Geist,1640-01-01T00:00:00Z,1711-09-27T00:00:00Z,Sweden
http://www.wikidata.org/entity/Q71478,Christian Geist,1640-01-01T00:00:00Z,1711-09-27T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71496,Sebastian Knüpfer,1633-09-06T00:00:00Z,1676-10-10T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71502,Johann Friedrich Rochlitz,1769-02-12T00:00:00Z,1842-12-16T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q71526,Clément Janequin,1485-01-01T00:00:00Z,1558-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q71532,Theo Mackeben,1897-01-05T00:00:00Z,1953-01-10T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71706,Nikolaus Herman,1500-01-01T00:00:00Z,1561-05-03T00:00:00Z,Germany
http://www.wikidata.org/entity/Q71786,Isabel Mundry,1963-04-20T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q71957,August Wilhelm Bach,1796-10-04T00:00:00Z,1869-04-15T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q71963,Jacob Praetorius the Elder,1530-01-01T00:00:00Z,1586-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q134085,Jean Perrin,1870-09-30T00:00:00Z,1942-04-17T00:00:00Z,France
http://www.wikidata.org/entity/Q134575,Choi Min-ho,1991-12-09T00:00:00Z,,South Korea
http://www.wikidata.org/entity/Q169249,Zdzisław Jachimecki,1882-07-07T00:00:00Z,1953-10-27T00:00:00Z,Poland
http://www.wikidata.org/entity/Q169291,Samuel Scheidt,1587-11-04T00:00:00Z,1654-03-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q169341,Walter Donaldson,1893-02-15T00:00:00Z,1947-07-15T00:00:00Z,United States
http://www.wikidata.org/entity/Q169345,Bárður Háberg,1979-01-01T00:00:00Z,,Kingdom of Denmark
http://www.wikidata.org/entity/Q169352,Zeami Motokiyo,1363-01-01T00:00:00Z,1443-09-10T00:00:00Z,Japan
http://www.wikidata.org/entity/Q169355,Dimitris Koryalas,1971-08-03T00:00:00Z,,Greece
http://www.wikidata.org/entity/Q169445,Mihovil Logar,1902-10-06T00:00:00Z,1998-01-13T00:00:00Z,Socialist Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q169445,Mihovil Logar,1902-10-06T00:00:00Z,1998-01-13T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q169445,Mihovil Logar,1902-10-06T00:00:00Z,1998-01-13T00:00:00Z,Cisleithania
http://www.wikidata.org/entity/Q169445,Mihovil Logar,1902-10-06T00:00:00Z,1998-01-13T00:00:00Z,Free State of Fiume
http://www.wikidata.org/entity/Q169510,Kazuhiro Morita,1952-01-01T00:00:00Z,2021-01-01T00:00:00Z,Japan
http://www.wikidata.org/entity/Q169565,Zeca Pagodinho,1959-02-04T00:00:00Z,,Brazil
http://www.wikidata.org/entity/Q169717,Kim Jae-joong,1986-01-26T00:00:00Z,,South Korea
http://www.wikidata.org/entity/Q169836,João Lobeira,1233-01-01T00:00:00Z,1301-01-01T00:00:00Z,Kingdom of Portugal
http://www.wikidata.org/entity/Q170042,Bill Monroe,1911-09-13T00:00:00Z,1996-09-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q170209,Vincenzo Bellini,1801-11-03T00:00:00Z,1835-09-23T00:00:00Z,Kingdom of Sicily
http://www.wikidata.org/entity/Q170270,Friedrich Kalkbrenner,1785-11-02T00:00:00Z,1849-06-10T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q170270,Friedrich Kalkbrenner,1785-11-07T00:00:00Z,1849-06-10T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q170333,Johann Mattheson,1681-09-28T00:00:00Z,1764-04-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q170348,Paul Wittgenstein,1887-11-05T00:00:00Z,1961-03-03T00:00:00Z,United States
http://www.wikidata.org/entity/Q170348,Paul Wittgenstein,1887-11-05T00:00:00Z,1961-03-03T00:00:00Z,Austria
http://www.wikidata.org/entity/Q170401,Georg Muffat,1653-06-01T00:00:00Z,1704-02-23T00:00:00Z,Germany
http://www.wikidata.org/entity/Q171235,Thalía,1971-08-26T00:00:00Z,,United States
http://www.wikidata.org/entity/Q171235,Thalía,1971-08-26T00:00:00Z,,Mexico
http://www.wikidata.org/entity/Q171363,Q171363,1958-10-20T00:00:00Z,,United States
http://www.wikidata.org/entity/Q171363,Q171363,1958-10-20T00:00:00Z,,Kingdom of Denmark
http://www.wikidata.org/entity/Q171470,Gian Battista Mantegazzi,1889-10-23T00:00:00Z,1958-02-05T00:00:00Z,Switzerland
http://www.wikidata.org/entity/Q172319,Alexander Krein,1883-10-20T00:00:00Z,1951-04-21T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q172319,Alexander Krein,1883-10-20T00:00:00Z,1951-04-21T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q172330,Mikhail Chulaki,1908-11-19T00:00:00Z,1989-01-29T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q172425,Mykola Lysenko,1842-03-22T00:00:00Z,1912-11-06T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q172505,Astor Piazzolla,1921-03-11T00:00:00Z,1992-07-04T00:00:00Z,Argentina
http://www.wikidata.org/entity/Q173144,Agnetha Fältskog,1950-04-05T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q173184,Mjekoe,1979-10-14T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q173775,Ludo Claesen,1956-03-22T00:00:00Z,,Belgium
http://www.wikidata.org/entity/Q173895,Hermann Silwedel,1877-03-19T00:00:00Z,1936-05-10T00:00:00Z,Germany
http://www.wikidata.org/entity/Q174110,Franz Ippisch,1883-07-18T00:00:00Z,1958-02-20T00:00:00Z,Austria
http://www.wikidata.org/entity/Q174110,Franz Ippisch,1883-07-18T00:00:00Z,1958-02-20T00:00:00Z,Guatemala
http://www.wikidata.org/entity/Q174178,Franz Abt,1819-12-22T00:00:00Z,1885-03-31T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q174184,Friedrich Wilhelm Kücken,1810-11-16T00:00:00Z,1882-04-03T00:00:00Z,Germany
http://www.wikidata.org/entity/Q174223,Giorgio Battistelli,1953-04-25T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q174355,Giovanni Battista Ferrandini,1709-10-12T00:00:00Z,1791-11-25T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q174355,Giovanni Battista Ferrandini,1710-01-01T00:00:00Z,1791-11-25T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q174365,Joseph Aloys Schmittbaur,1718-11-01T00:00:00Z,1809-10-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q174365,Joseph Aloys Schmittbaur,1718-11-08T00:00:00Z,1809-10-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q174479,David Darling,1941-03-03T00:00:00Z,2021-01-08T00:00:00Z,United States
http://www.wikidata.org/entity/Q174543,Ilya Sats,1875-04-30T00:00:00Z,1912-10-24T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q174606,Tomaso Albinoni,1671-06-08T00:00:00Z,1751-01-17T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q174633,Giovanni Alberto Ristori,1692-01-01T00:00:00Z,1753-02-07T00:00:00Z,Papal States
http://www.wikidata.org/entity/Q174650,John Simon,1941-08-11T00:00:00Z,,United States
http://www.wikidata.org/entity/Q175053,Adam of Saint Victor,1122-01-01T00:00:00Z,1192-07-18T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q175090,Andreas Kneller,1649-04-23T00:00:00Z,1724-08-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q175102,Jordan Rudess,1956-11-04T00:00:00Z,,United States
http://www.wikidata.org/entity/Q175137,François Duval,1672-01-01T00:00:00Z,1728-01-27T00:00:00Z,France
http://www.wikidata.org/entity/Q175195,Peter Gabriel,1950-02-13T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q175202,Antonio Maria Mazzoni,1717-01-04T00:00:00Z,1785-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q175238,Gene Pitney,1941-02-17T00:00:00Z,2006-04-05T00:00:00Z,United States
http://www.wikidata.org/entity/Q175282,Samuel Maykapar,1867-12-18T00:00:00Z,1938-05-08T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q175282,Samuel Maykapar,1867-12-18T00:00:00Z,1938-05-08T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q175325,Nikolaus Brass,1949-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q175365,Charles Chaynes,1925-07-11T00:00:00Z,2016-06-24T00:00:00Z,France
http://www.wikidata.org/entity/Q175462,Magnus F. Andersson,1953-06-26T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q175536,Martin Blumner,1827-11-21T00:00:00Z,1901-11-16T00:00:00Z,Germany
http://www.wikidata.org/entity/Q175883,Leszek Żądło,1945-04-04T00:00:00Z,,Poland
http://www.wikidata.org/entity/Q175899,Max Roach,1924-01-10T00:00:00Z,2007-08-16T00:00:00Z,United States
http://www.wikidata.org/entity/Q175954,Johannes de Stokem,1445-01-01T00:00:00Z,1487-10-01T00:00:00Z,France
http://www.wikidata.org/entity/Q175978,Simon Preston,1938-08-04T00:00:00Z,2022-05-13T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q175991,Victoria Maurette,1982-07-30T00:00:00Z,,Argentina
http://www.wikidata.org/entity/Q176378,Billy Jenkins,1956-07-05T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q176390,François Roberday,1624-03-21T00:00:00Z,1680-10-13T00:00:00Z,France
http://www.wikidata.org/entity/Q176412,Gesang Martohartono,1917-10-01T00:00:00Z,2010-05-20T00:00:00Z,Indonesia
http://www.wikidata.org/entity/Q176648,François de Fossa,1775-08-31T00:00:00Z,1849-06-03T00:00:00Z,France
http://www.wikidata.org/entity/Q176668,Lazar Ristovski,1952-10-26T00:00:00Z,,Serbia
http://www.wikidata.org/entity/Q176743,Václav Smetáček,1906-09-30T00:00:00Z,1986-02-18T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q176756,Sebastian Klonowic,1545-01-01T00:00:00Z,1602-08-29T00:00:00Z,Polish–Lithuanian Commonwealth
http://www.wikidata.org/entity/Q176812,Édith Lejet,1941-07-19T00:00:00Z,2024-07-15T00:00:00Z,France
http://www.wikidata.org/entity/Q177111,Bill Stevenson,1963-09-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q177229,Arthur Benjamin,1893-09-18T00:00:00Z,1960-04-10T00:00:00Z,Australia
http://www.wikidata.org/entity/Q177385,Carlos Zingaro,1948-12-15T00:00:00Z,,Portugal
http://www.wikidata.org/entity/Q177824,Chico O'Farrill,1921-10-28T00:00:00Z,2001-06-27T00:00:00Z,United States
http://www.wikidata.org/entity/Q177824,Chico O'Farrill,1921-10-28T00:00:00Z,2001-06-27T00:00:00Z,Cuba
http://www.wikidata.org/entity/Q177891,Anne LeBaron,1953-05-30T00:00:00Z,,United States
http://www.wikidata.org/entity/Q178112,David Sanborn,1945-07-30T00:00:00Z,2024-05-12T00:00:00Z,United States
http://www.wikidata.org/entity/Q178205,Stanislas Deriemaeker,1932-01-26T00:00:00Z,2024-07-11T00:00:00Z,Belgium
http://www.wikidata.org/entity/Q178208,Gloria Coates,1933-10-10T00:00:00Z,2023-08-19T00:00:00Z,United States
http://www.wikidata.org/entity/Q178230,Johann Rufinatscha,1812-10-01T00:00:00Z,1893-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q178293,Mauricio Kagel,1931-12-24T00:00:00Z,2008-09-18T00:00:00Z,Argentina
http://www.wikidata.org/entity/Q178336,Pierre Montan Berton,1727-01-07T00:00:00Z,1780-05-14T00:00:00Z,France
http://www.wikidata.org/entity/Q178415,William Henry Bell,1873-08-20T00:00:00Z,1946-04-13T00:00:00Z,United Kingdom
